mc_trial,method,precision,recall,f1,accuracy,tp,tn,fp,fn
50,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
51,depth.FMp,0.43037974683544306,0.7555555555555555,0.5483870967741935,0.8133333333333334,34,210,45,11
51,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
51,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
51,depth.RPp,0.38461538461538464,0.5555555555555556,0.4545454545454546,0.8,25,215,40,20
51,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
52,depth.FMp,0.390625,0.5555555555555556,0.45871559633027525,0.8033333333333333,25,216,39,20
52,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
52,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
52,depth.RPp,0.23255813953488372,0.6666666666666666,0.3448275862068966,0.62,30,156,99,15
52,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
53,depth.FMp,0.55,0.4888888888888889,0.5176470588235293,0.8633333333333333,22,237,18,23
53,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
53,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
53,depth.RPp,0.3258426966292135,0.6444444444444445,0.4328358208955224,0.7466666666666667,29,195,60,16
53,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
54,depth.FMp,0.42857142857142855,0.6,0.5,0.82,27,219,36,18
54,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
54,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
54,depth.RPp,0.26153846153846155,0.7555555555555555,0.3885714285714286,0.6433333333333333,34,159,96,11
54,WICMAD,1.0,0.17777777777777778,0.3018867924528302,0.8766666666666667,8,255,0,37
55,depth.FMp,0.6451612903225806,0.4444444444444444,0.5263157894736842,0.88,20,244,11,25
55,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
55,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
55,depth.RPp,0.4107142857142857,0.5111111111111111,0.4554455445544554,0.8166666666666667,23,222,33,22
55,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
56,depth.FMp,0.4025974025974026,0.6888888888888889,0.5081967213114754,0.8,31,209,46,14
56,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
56,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
56,depth.RPp,0.2459016393442623,0.6666666666666666,0.3592814371257485,0.6433333333333333,30,163,92,15
56,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
57,depth.FMp,1.0,0.3111111111111111,0.4745762711864407,0.8966666666666666,14,255,0,31
57,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
57,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
57,depth.RPp,0.3670886075949367,0.6444444444444445,0.46774193548387094,0.78,29,205,50,16
57,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
58,depth.FMp,0.6206896551724138,0.4,0.4864864864864865,0.8733333333333333,18,244,11,27
58,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
58,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
58,depth.RPp,0.2708333333333333,0.8666666666666667,0.41269841269841273,0.63,39,150,105,6
58,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
59,depth.FMp,0.5306122448979592,0.5777777777777777,0.5531914893617021,0.86,26,232,23,19
59,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
59,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
59,depth.RPp,0.25609756097560976,0.4666666666666667,0.33070866141732286,0.7166666666666667,21,194,61,24
59,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
60,depth.FMp,0.5675675675675675,0.4666666666666667,0.5121951219512195,0.8666666666666667,21,239,16,24
60,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
60,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
60,depth.RPp,0.2631578947368421,0.6666666666666666,0.3773584905660377,0.67,30,171,84,15
60,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
61,depth.FMp,0.6666666666666666,0.5333333333333333,0.5925925925925926,0.89,24,243,12,21
61,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
61,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
61,depth.RPp,0.425531914893617,0.4444444444444444,0.4347826086956522,0.8266666666666667,20,228,27,25
61,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
62,depth.FMp,0.6666666666666666,0.4,0.5,0.88,18,246,9,27
62,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
62,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
62,depth.RPp,0.2761904761904762,0.6444444444444445,0.38666666666666666,0.6933333333333334,29,179,76,16
62,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
63,depth.FMp,0.8888888888888888,0.35555555555555557,0.5079365079365079,0.8966666666666666,16,253,2,29
63,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
63,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
63,depth.RPp,0.3,0.5333333333333333,0.38400000000000006,0.7433333333333333,24,199,56,21
63,WICMAD,0.0,0.0,0.0,0.85,0,255,0,45
64,depth.FMp,0.85,0.37777777777777777,0.523076923076923,0.8966666666666666,17,252,3,28
64,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
64,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
64,depth.RPp,0.3047619047619048,0.7111111111111111,0.42666666666666675,0.7133333333333334,32,182,73,13
64,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
65,depth.FMp,0.5238095238095238,0.4888888888888889,0.5057471264367817,0.8566666666666667,22,235,20,23
65,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
65,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
65,depth.RPp,0.2692307692307692,0.6222222222222222,0.37583892617449666,0.69,28,179,76,17
65,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
66,depth.FMp,0.76,0.4222222222222222,0.5428571428571428,0.8933333333333333,19,249,6,26
66,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
66,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
66,depth.RPp,0.2978723404255319,0.6222222222222222,0.4028776978417266,0.7233333333333334,28,189,66,17
66,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
67,depth.FMp,0.5294117647058824,0.4,0.4556962025316456,0.8566666666666667,18,239,16,27
67,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
67,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
67,depth.RPp,0.26717557251908397,0.7777777777777778,0.3977272727272727,0.6466666666666666,35,159,96,10
67,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
68,depth.FMp,0.76,0.4222222222222222,0.5428571428571428,0.8933333333333333,19,249,6,26
68,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
68,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
68,depth.RPp,0.30434782608695654,0.4666666666666667,0.3684210526315789,0.76,21,207,48,24
68,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
69,depth.FMp,0.5833333333333334,0.6222222222222222,0.6021505376344085,0.8766666666666667,28,235,20,17
69,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
69,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
69,depth.RPp,0.42,0.4666666666666667,0.4421052631578947,0.8233333333333334,21,226,29,24
69,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
70,depth.FMp,0.6129032258064516,0.4222222222222222,0.5,0.8733333333333333,19,243,12,26
70,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
70,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
70,depth.RPp,0.4634146341463415,0.4222222222222222,0.4418604651162791,0.84,19,233,22,26
70,WICMAD,1.0,0.13333333333333333,0.23529411764705882,0.87,6,255,0,39
71,depth.FMp,0.4090909090909091,0.6,0.4864864864864865,0.81,27,216,39,18
71,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
71,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
71,depth.RPp,0.45714285714285713,0.35555555555555557,0.4,0.84,16,236,19,29
71,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
72,depth.FMp,0.8823529411764706,0.3333333333333333,0.48387096774193544,0.8933333333333333,15,253,2,30
72,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
72,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
72,depth.RPp,0.36065573770491804,0.4888888888888889,0.41509433962264153,0.7933333333333333,22,216,39,23
72,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
73,depth.FMp,0.85,0.37777777777777777,0.523076923076923,0.8966666666666666,17,252,3,28
73,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
73,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
73,depth.RPp,0.30097087378640774,0.6888888888888889,0.41891891891891886,0.7133333333333334,31,183,72,14
73,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
74,depth.FMp,0.43103448275862066,0.5555555555555556,0.4854368932038835,0.8233333333333334,25,222,33,20
74,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
74,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
74,depth.RPp,0.3055555555555556,0.4888888888888889,0.37606837606837606,0.7566666666666667,22,205,50,23
74,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
75,depth.FMp,0.6428571428571429,0.4,0.4931506849315069,0.8766666666666667,18,245,10,27
75,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
75,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
75,depth.RPp,0.3333333333333333,0.4888888888888889,0.3963963963963964,0.7766666666666666,22,211,44,23
75,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
76,depth.FMp,0.48936170212765956,0.5111111111111111,0.5,0.8466666666666667,23,231,24,22
76,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
76,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
76,depth.RPp,0.24509803921568626,0.5555555555555556,0.3401360544217687,0.6766666666666666,25,178,77,20
76,WICMAD,1.0,0.2,0.33333333333333337,0.88,9,255,0,36
77,depth.FMp,0.48717948717948717,0.4222222222222222,0.4523809523809524,0.8466666666666667,19,235,20,26
77,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
77,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
77,depth.RPp,0.2976190476190476,0.5555555555555556,0.38759689922480617,0.7366666666666667,25,196,59,20
77,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
78,depth.FMp,0.7037037037037037,0.4222222222222222,0.5277777777777777,0.8866666666666667,19,247,8,26
78,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
78,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
78,depth.RPp,0.28104575163398693,0.9555555555555556,0.43434343434343436,0.6266666666666667,43,145,110,2
78,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
79,depth.FMp,0.4482758620689655,0.5777777777777777,0.5048543689320388,0.83,26,223,32,19
79,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
79,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
79,depth.RPp,0.43636363636363634,0.5333333333333333,0.4799999999999999,0.8266666666666667,24,224,31,21
79,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
80,depth.FMp,0.5526315789473685,0.4666666666666667,0.5060240963855421,0.8633333333333333,21,238,17,24
80,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
80,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
80,depth.RPp,0.21714285714285714,0.8444444444444444,0.34545454545454546,0.52,38,118,137,7
80,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
81,depth.FMp,0.3595505617977528,0.7111111111111111,0.4776119402985074,0.7666666666666667,32,198,57,13
81,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
81,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
81,depth.RPp,0.25984251968503935,0.7333333333333333,0.38372093023255816,0.6466666666666666,33,161,94,12
81,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
82,depth.FMp,0.8181818181818182,0.4,0.537313432835821,0.8966666666666666,18,251,4,27
82,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
82,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
82,depth.RPp,0.31868131868131866,0.6444444444444445,0.4264705882352941,0.74,29,193,62,16
82,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
83,depth.FMp,0.43137254901960786,0.4888888888888889,0.45833333333333326,0.8266666666666667,22,226,29,23
83,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
83,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
83,depth.RPp,0.203125,0.8666666666666667,0.32911392405063294,0.47,39,102,153,6
83,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
84,depth.FMp,0.5098039215686274,0.5777777777777777,0.5416666666666666,0.8533333333333334,26,230,25,19
84,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
84,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
84,depth.RPp,0.30526315789473685,0.6444444444444445,0.4142857142857143,0.7266666666666667,29,189,66,16
84,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
85,depth.FMp,0.38666666666666666,0.6444444444444445,0.4833333333333334,0.7933333333333333,29,209,46,16
85,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
85,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
85,depth.RPp,0.3020833333333333,0.6444444444444445,0.4113475177304964,0.7233333333333334,29,188,67,16
85,WICMAD,1.0,0.1111111111111111,0.19999999999999998,0.8666666666666667,5,255,0,40
86,depth.FMp,0.6382978723404256,0.6666666666666666,0.6521739130434782,0.8933333333333333,30,238,17,15
86,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
86,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
86,depth.RPp,0.3484848484848485,0.5111111111111111,0.4144144144144144,0.7833333333333333,23,212,43,22
86,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
87,depth.FMp,0.58,0.6444444444444445,0.6105263157894737,0.8766666666666667,29,234,21,16
87,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
87,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
87,depth.RPp,0.6388888888888888,0.5111111111111111,0.5679012345679012,0.8833333333333333,23,242,13,22
87,WICMAD,1.0,0.24444444444444444,0.39285714285714285,0.8866666666666667,11,255,0,34
88,depth.FMp,0.46296296296296297,0.5555555555555556,0.505050505050505,0.8366666666666667,25,226,29,20
88,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
88,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
88,depth.RPp,0.45454545454545453,0.5555555555555556,0.5,0.8333333333333334,25,225,30,20
88,WICMAD,1.0,0.3111111111111111,0.4745762711864407,0.8966666666666666,14,255,0,31
89,depth.FMp,0.7407407407407407,0.4444444444444444,0.5555555555555555,0.8933333333333333,20,248,7,25
89,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
89,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
89,depth.RPp,0.36585365853658536,0.6666666666666666,0.47244094488188976,0.7766666666666666,30,203,52,15
89,WICMAD,1.0,0.2222222222222222,0.3636363636363636,0.8833333333333333,10,255,0,35
90,depth.FMp,0.3466666666666667,0.5777777777777777,0.4333333333333333,0.7733333333333333,26,206,49,19
90,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
90,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
90,depth.RPp,0.2857142857142857,0.5777777777777777,0.38235294117647056,0.72,26,190,65,19
90,WICMAD,1.0,0.15555555555555556,0.2692307692307693,0.8733333333333333,7,255,0,38
91,depth.FMp,0.41818181818181815,0.5111111111111111,0.4599999999999999,0.82,23,223,32,22
91,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
91,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
91,depth.RPp,0.2206896551724138,0.7111111111111111,0.3368421052631579,0.58,32,142,113,13
91,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
92,depth.FMp,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.84,21,231,24,24
92,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
92,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
92,depth.RPp,0.23846153846153847,0.6888888888888889,0.3542857142857143,0.6233333333333333,31,156,99,14
92,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
93,depth.FMp,0.4897959183673469,0.5333333333333333,0.5106382978723404,0.8466666666666667,24,230,25,21
93,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
93,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
93,depth.RPp,0.26785714285714285,0.6666666666666666,0.38216560509554137,0.6766666666666666,30,173,82,15
93,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
94,depth.FMp,0.4067796610169492,0.5333333333333333,0.46153846153846156,0.8133333333333334,24,220,35,21
94,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
94,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
94,depth.RPp,0.2972972972972973,0.4888888888888889,0.3697478991596639,0.75,22,203,52,23
94,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
95,depth.FMp,0.5625,0.4,0.4675324675324675,0.8633333333333333,18,241,14,27
95,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
95,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
95,depth.RPp,0.25252525252525254,0.5555555555555556,0.34722222222222227,0.6866666666666666,25,181,74,20
95,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
96,depth.FMp,0.5094339622641509,0.6,0.5510204081632653,0.8533333333333334,27,229,26,18
96,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
96,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
96,depth.RPp,0.29069767441860467,0.5555555555555556,0.3816793893129771,0.73,25,194,61,20
96,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
97,depth.FMp,0.5,0.4666666666666667,0.4827586206896552,0.85,21,234,21,24
97,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
97,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
97,depth.RPp,0.26,0.8666666666666667,0.4,0.61,39,144,111,6
97,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
98,depth.FMp,0.75,0.4,0.5217391304347827,0.89,18,249,6,27
98,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
98,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
98,depth.RPp,0.3125,0.5555555555555556,0.39999999999999997,0.75,25,200,55,20
98,WICMAD,0.0,0.0,0.0,0.85,0,255,0,45
99,depth.FMp,0.5714285714285714,0.5333333333333333,0.5517241379310344,0.87,24,237,18,21
99,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
99,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
99,depth.RPp,0.29838709677419356,0.8222222222222222,0.4378698224852071,0.6833333333333333,37,168,87,8
99,WICMAD,1.0,1.0,1.0,1.0,45,255,0,0
100,depth.FMp,0.6363636363636364,0.3111111111111111,0.417910447761194,0.87,14,247,8,31
100,mrfDepth.fOutl,1.0,1.0,1.0,1.0,45,255,0,0
100,fdaoutlier.msplot,0.15,1.0,0.2608695652173913,0.15,45,0,255,0
100,depth.RPp,0.2457627118644068,0.6444444444444445,0.3558282208588957,0.65,29,166,89,16
100,WICMAD,0.5421686746987951,1.0,0.7031249999999999,0.8733333333333333,45,217,38,0
